date,Event Name,Meeting Place,Person,Source PDF
2025-03-06,Meeting with Rep. Mina re HB 71,Capitol Room 416,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-06,Meeting with Rep. McCabe re HB 71,Capitol Room 13,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-06,From Mar 4 JNU,,,AG Taylor Calendar - March 2025.pdf
2025-03-06,Check In AG Taylor/Angie Kemp re Criminal Cases,JNU AG Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-06,Meeting with Rep. Eischeid re HB 71,Capitol Room 412,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-07,Meeting AG Taylor/Cori Mills/Anne Nelson/Mags Paton-Walsh/Aaron Peterson re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (",AG Taylor Calendar - March 2025.pdf
2025-03-07,Meeting LAW/DOA/DOR,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-07,Check In AG Taylor/Sam Curtis,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-07,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW) Nonprofit",AG Taylor Calendar - March 2025.pdf
2025-03-07,Meeting AG Taylor/John Haley/Helen Mendolia/Cori Mills re Settlement/Mediation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-07,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-07,Meeting AG Taylor/Sam Curtis/Anne Helzer/John Skidmore re Process,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-08,,,,AG Taylor Calendar - March 2025.pdf
2025-03-09,,,,AG Taylor Calendar - March 2025.pdf
2025-03-10,AGDC Consultation,Microsoft Teams Meeting,"Horton, Wendy B (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-10,Meeting AG Taylor/Dustin Elsberry/Cori Mills/Craig Richards re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW); Lunch",AG Taylor Calendar - March 2025.pdf
2025-03-10,2:45PM AG Meeting/Sam Curtis/Anne Helzer re Project,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-10,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-10,Weekly Labor Negotiations Meeting,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-11,Comms Team Check In,"Microsoft Teams Meeting; Dizon, Ninia R (LA Microsoft Teams Meeting","Mills, Cori M (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-11,Meeting AG Taylor/Connor Campbell,"Dizon, Ninia R (L Meeting AG Taylor/Connor Campbell","Telephonic; Telephonic; Dizon, Ninia R (",AG Taylor Calendar - March 2025.pdf
2025-03-11,GJ and other catch up,,,AG Taylor Calendar - March 2025.pdf
2025-03-11,"Meeting AG Taylor/Jessie Alloway/Stacie Kraly/Cori Mills/Matt S PH: AG, Jordan Shilling",Microsoft Teams Meeting,"Dunleavy, Governor (GOV sponsored); Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-11,Meeting AG Taylor/Stacie Kraly/Cori Mills/Chris Robison/Laura Russell re HS Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-11,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-11,Check In AG Taylor/Anne Helzer,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-12,Meeting AG Taylor/Ian Engelbeck/Helen Mendolia/Cori Mills re CP Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-12,JNU To Mar 14,,,AG Taylor Calendar - March 2025.pdf
2025-03-12,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-12,Meeting AG Taylor/Comm. Anderson re Contracts,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-12,Meeting with Rep. Kopp re Railroad,Capitol Room 204,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-12,"- 8:00pm AK Army National Guard Open House(8425 Livingston Way, Juneau, Alaska 99801, United States)",,,AG Taylor Calendar - March 2025.pdf
2025-03-13,"Sande, Julie A (CED) Statehood Defense",Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-13,Economic Development Sub-Cabinet Meeting,Microsoft Teams Meeting,,AG Taylor Calendar - March 2025.pdf
2025-03-13,ANWR Litigation,Microsoft Teams Meeting,Randy Ruaro,AG Taylor Calendar - March 2025.pdf
2025-03-13,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-13,From Mar 12 JNU To Mar 14,,,AG Taylor Calendar - March 2025.pdf
2025-03-13,Meeting with AK Occupational Therapy Assoc re Lawsuit,Microsoft Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-14,From Mar 12 JNU,Pi Day (Anchorage AGO) -,"Carter, Richard J (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-14,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-14,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-15,,,,AG Taylor Calendar - March 2025.pdf
2025-03-16,,,,AG Taylor Calendar - March 2025.pdf
2025-03-17,Weekly Labor Negotiations Meeting,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-17,DUE TODAY: APOC Report,,,AG Taylor Calendar - March 2025.pdf
2025-03-17,Meeting AG Taylor/Cori Mills/Chris Robison/Laura Russell/Patty Sullivan re Talking Points,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-17,Meeting AG Taylor/Sam Curtis/Anne Helzer/John Skidmore re Investigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-17,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-17,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-18,Check In AG Taylor/Anne Helzer,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-18,Meeting with Sen. Bjorkman re SJR 13,Capitol Room 427,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-18,1:45 Key Coalition Meeting,Juneau Centennial Hall,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-18,JNU To Mar 20,,,AG Taylor Calendar - March 2025.pdf
2025-03-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-18,Reception - Governor's Mansion,,,AG Taylor Calendar - March 2025.pdf
2025-03-19,From Mar 18 JNU To Mar 20,,,AG Taylor Calendar - March 2025.pdf
2025-03-19,Meeting with Sen. Gray-Jackson re SJR 13,Capitol Room 30,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-19,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-20,SSTA SJR 13 Hearing,JNUTSB105,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-20,Meeting with Sen. Yundt re SJR 13,Capitol Room 417,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-20,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-20,From Mar 18 JNU,,,AG Taylor Calendar - March 2025.pdf
2025-03-20,Meeting with Sen. Wielechowski re SJR 13,Capitol Room 103,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-20,10:15 Meeting with Sen. Kawasaki re SJR 13,Capitol Room 119,"Dizon, Ninia R (LAW); Podcast",AG Taylor Calendar - March 2025.pdf
2025-03-20,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-21,Introductory Meeting - AG Taylor/Maggie Humm,"Attorney General's Office, 1031 W. 4th Ave., Ste. 200","Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-21,Meeting AG Taylor/Joe Balash/Tali Birch/Cori Mills re Update,In Person ANC AG's Office/Teams; Microsoft Teams Meeting,"Dizon, Ninia R (LAW) Check In AG Taylor/Cori Mills; Dizon, Nin",AG Taylor Calendar - March 2025.pdf
2025-03-21,Meeting AG Taylor/Jamie Klaes re Concern,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-21,Check In AG Taylor/Sam Curtis/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-21,Meeting AG Taylor/Jessica Leeah,Microso Weekly Legislative Check In; Microsoft Team 11:15 Check In AG Taylor/Sam Curtis/Ann,,AG Taylor Calendar - March 2025.pdf
2025-03-21,Meeting AG Taylor/Chris Robison,In Person AG's Office/Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-21,Meeting AG Taylor/Dale Munger/Patty Sullivan,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-22,Personal Leave To Mar 26,,,AG Taylor Calendar - March 2025.pdf
2025-03-23,From Mar 22 Personal Leave To Mar 26,,,AG Taylor Calendar - March 2025.pdf
2025-03-24,From Mar 22 Personal Leave To Mar 26,,,AG Taylor Calendar - March 2025.pdf
2025-03-24,Weekly Labor Negotiations Meeting,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-25,From Mar 22 Personal Leave To Mar 26,,,AG Taylor Calendar - March 2025.pdf
2025-03-26,From Mar 22 Personal Leave,,,AG Taylor Calendar - March 2025.pdf
2025-03-26,10AM AK: Check In AG Taylor/David Duffy/Wendy Horton/Cori Mills,Microsoft Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-26,traveling,,,AG Taylor Calendar - March 2025.pdf
2025-03-27,Meeting AG Taylor/Jessie Alloway/Cheryl Brooking/Kimberly DelFrate/Stacie Kraly/Rob Kutchin/Cori Mills/Anne Nelson/Chris Robiso,,,AG Taylor Calendar - March 2025.pdf
2025-03-27,Check In AG Taylor/Cori Mills/Stacie Kraly/Chris Robison/Rachel Check-In ANWR,Microsoft Teams Meeting,"Mills, Cori M (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-27,Meeting AG Taylor/John Wood,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-27,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-27,Sabina Farewell Lunch,2nd Fl Conf Room,,AG Taylor Calendar - March 2025.pdf
2025-03-27,Meeting AG Taylor/Kara Moriarty re Laws,"Person, AG's Office/Microsoft Teams","In; Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-27,10:00 AM: MTG: AG Taylor,,"Gallagher, Tyson C (GOV)",AG Taylor Calendar - March 2025.pdf
2025-03-27,Meeting AG Taylor/John Skidmore re Criminal Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-28,1:45PM Meeting AG Taylor/Mead Treadwell/John Skidmore re Criminal Matter,In Person AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-28,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-28,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-28,Check In AG Taylor/Sam Curtis/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-28,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-28,Meeting AG Taylor/Comm. Hedberg/Cori Mills/Chris Robison re HS Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2025.pdf
2025-03-29,,,,AG Taylor Calendar - March 2025.pdf
2025-03-30,,,,AG Taylor Calendar - March 2025.pdf
2025-03-31,State Holiday - Seward's Day,,,AG Taylor Calendar - March 2025.pdf
2025-04-01,Check In AG Taylor/Cori Mills/Stacie Kraly/Chris Robison,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-01,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-01,"MTG: AG, Cori Mills",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - April 2025.pdf
2025-04-01,"Weekly Labor Negotiations Meeting PH: AG, Comm. Crum",Microsoft Teams Meeting,"Dunleavy, Governor (GOV sponsored); Dizon, Ninia R (LAW); Dinner",AG Taylor Calendar - April 2025.pdf
2025-04-02,Meeting AG Taylor/Stacie Kraly/Cori Mills/Chris Robison/Rachel Witty re Civil Policy Update,Microsoft Teams Meeting; BOI,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-02,Meeting AG Taylor/Bill Satterberg,AG to Call,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-02,JNU/Zoom,,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - April 2025.pdf
2025-04-02,Meeting AG Taylor/Stacie Kraly/Cori Mills/Anne Nelson/Mags Paton Walsh/Aaron Peterson/Chris Robison re Litigation,In Person AN,,AG Taylor Calendar - April 2025.pdf
2025-04-02,Meeting AG Taylor/Stacie Kraly/Cori Mills/Mags Paton Walsh/Chris Robison re Investigation,Microsoft Teams Meeting,"Dizon, Ninia R",AG Taylor Calendar - April 2025.pdf
2025-04-02,"Zoom MTG: Comm. Boyle, Comm. Anderson, Comm. Sande,",,"Frank; Richards, Matt Kissinger, Wendy Horton, AG, Janet Weiss",AG Taylor Calendar - April 2025.pdf
2025-04-02,Check In AG Taylor/Anne Helzer,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-02,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-03,"PH: AG Taylor, John Wood",",, #","Gallagher, Tyson C (GOV)",AG Taylor Calendar - April 2025.pdf
2025-04-03,Meeting AG Taylor/Mary Gramling/Stacie Kraly/Cori Mills/Chris Robison/Paige Smothers re DOR Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-03,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-03,4:30 PM:,,,AG Taylor Calendar - April 2025.pdf
2025-04-03,Meeting AG Taylor/Angie Kemp/Stacie Kraly/Cori Mills/Chris Robison/John Skidmore/Rachel Witty re Policy Updates,,Microsoft Team,AG Taylor Calendar - April 2025.pdf
2025-04-03,1:45PM Meeting AG Taylor/Alan Birnbaum/Cloe Mead Wright re Request,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-03,Meeting AG Taylor/Angie Kemp/John Skidmore re Prosecutions,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-03,Meeting AG Taylor/Anne Helzer/Angie Kemp/Stacie Kraly/Cori Mills/Chris Robison/John Skidmore/Rachel Witty re GJ,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-03,DUE 1PM: Amicus Request Catholic Charities v Whitmer,,,AG Taylor Calendar - April 2025.pdf
2025-04-04,Check In AG Taylor/Sam Curtis/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-04,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-04,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2025.pdf
2025-04-05,,,,AG Taylor Calendar - April 2025.pdf
2025-04-06,,,,AG Taylor Calendar - April 2025.pdf
2025-04-07,"*4:00-4:30 PM: PH: Interview: Andrew Ott, Kodiak Superior Court",,"BOI; Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - April 2025.pdf
2025-04-07,"PH: Interview: Colleen Baxter, Kodiak Superior Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - April 2025.pdf
2025-04-07,*4:45-5:15 PM:,,,AG Taylor Calendar - April 2025.pdf
2025-04-07,"PH: Interview: Dawson Williams, Kodiak Superior Court",,"BOI; Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - April 2025.pdf
2025-04-07,BOI,*3:15-3:45 PM:,,AG Taylor Calendar - April 2025.pdf
2025-04-07,BOI,*2:30-3:00 PM:,,AG Taylor Calendar - April 2025.pdf
2025-04-07,"PH: Interview: Patrick McKay, Jr., Palmer District Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - April 2025.pdf
